ID,NAME,CR,TYPE,SIZE,ALIGNMENT,HABITAT,SOURCE,URL
276570,Intelligent Black Pudding,4,Ooze,Large,Unaligned,Underdark,Waterdeep: Dungeon Of The Mad Mage,https://www.dndbeyond.com/monsters/276570-intelligent-black-pudding
5195089,Invisible Stalker,6,Elemental,Large,Neutral,Urban,Monster Manual,https://www.dndbeyond.com/monsters/5195089-invisible-stalker
16934,Invisible Stalker,6,Elemental,Medium,Neutral,Urban,Basic Rules (2014),https://www.dndbeyond.com/monsters/16934-invisible-stalker
3086144,Irda Seeker,1,Giant,Medium,Any Alignment,,Monstrous Compendium Vol. 2: Dragonlance Creatures,https://www.dndbeyond.com/monsters/3086144-irda-seeker
3086164,Irda Veil Keeper,4,Giant (Sorcerer),Medium,Any Alignment,,Monstrous Compendium Vol. 2: Dragonlance Creatures,https://www.dndbeyond.com/monsters/3086164-irda-veil-keeper
93842,Iron Cobra,4,Construct,Medium,Unaligned,"Forest, Grassland, Hill, Mountain",Mordenkainen’S Tome Of Foes,https://www.dndbeyond.com/monsters/93842-iron-cobra
417125,Iron Consul,2,Humanoid (Human),Medium,Lawful Evil,,Baldur’S Gate: Descent Into Avernus,https://www.dndbeyond.com/monsters/417125-iron-consul
561453,Iron Defender,1,Construct,Medium,Neutral,,Eberron: Rising From The Last War,https://www.dndbeyond.com/monsters/561453-iron-defender
5195090,Iron Golem,16,Construct,Large,Unaligned,Any,Monster Manual,https://www.dndbeyond.com/monsters/5195090-iron-golem
16935,Iron Golem,16,Construct,Large,Unaligned,,Basic Rules (2014),https://www.dndbeyond.com/monsters/16935-iron-golem
909489,Ironscale Hydra,12,Monstrosity,Gargantuan,Unaligned,,Mythic Odysseys Of Theros,https://www.dndbeyond.com/monsters/909489-ironscale-hydra
1123102,Isarr Kronenstrom,8,Humanoid (Human),Medium,Chaotic Evil,,Icewind Dale: Rime Of The Frostmaiden,https://www.dndbeyond.com/monsters/1123102-isarr-kronenstrom
1680929,Isolde,5,Fey (Elf),Medium,Any Evil Alignment,,Van Richten’S Guide To Ravenloft,https://www.dndbeyond.com/monsters/1680929-isolde
175777,Isperia,21,Monstrosity,Gargantuan,Lawful Neutral,,Guildmasters’ Guide To Ravnica,https://www.dndbeyond.com/monsters/175777-isperia
3081110,Istarian Drone,6,Construct,Medium,Unaligned,,Dragonlance: Shadow Of The Dragon Queen,https://www.dndbeyond.com/monsters/3081110-istarian-drone
149851,Istrid Horn,8,Humanoid (Dwarf),Medium,Neutral Evil,,Waterdeep: Dragon Heist,https://www.dndbeyond.com/monsters/149851-istrid-horn
17380,Ixitxachitl,1/4,Aberration,Small,Chaotic Evil,,Out Of The Abyss,https://www.dndbeyond.com/monsters/17380-ixitxachitl
17382,Ixitxachitl Cleric,2,Aberration,Medium,Chaotic Evil,,Out Of The Abyss,https://www.dndbeyond.com/monsters/17382-ixitxachitl-cleric
17350,Iymrith,23,Dragon,Gargantuan,Lawful Evil,"Coastal, Desert",Storm King'S Thunder,https://www.dndbeyond.com/monsters/17350-iymrith
17365,Izek Strazni,5,Humanoid,Medium,Neutral Evil,,Curse Of Strahd,https://www.dndbeyond.com/monsters/17365-izek-strazni
1979790,Jabberwock,13,Dragon,Huge,Typically Chaotic Evil,,The Wild Beyond The Witchlight,https://www.dndbeyond.com/monsters/1979790-jabberwock
5195091,Jackal,0,Beast,Small,Unaligned,"Desert, Grassland",Monster Manual,https://www.dndbeyond.com/monsters/5195091-jackal
16936,Jackal,0,Beast,Small,Unaligned,"Desert, Grassland",Basic Rules (2014),https://www.dndbeyond.com/monsters/16936-jackal
5195092,Jackalwere,1/2,Fiend,Small,Chaotic Evil,"Desert, Grassland",Monster Manual,https://www.dndbeyond.com/monsters/5195092-jackalwere
17164,Jackalwere,1/2,Humanoid (Shapechanger),Medium,Chaotic Evil,"Desert, Grassland",Monster Manual (2014),https://www.dndbeyond.com/monsters/17164-jackalwere
33039,Jaculi,1/2,Beast,Large,Unaligned,,Tomb Of Annihilation,https://www.dndbeyond.com/monsters/33039-jaculi
280452,Jade Spider,10,Construct,Large,Unaligned,,Out Of The Abyss,https://www.dndbeyond.com/monsters/280452-jade-spider
1528968,Jade Tigress,8,Humanoid (Human),Medium,Lawful Evil,,Candlekeep Mysteries,https://www.dndbeyond.com/monsters/1528968-jade-tigress
149770,Jalester Silvermane,4,Humanoid (Human),Medium,Lawful Good,,Waterdeep: Dragon Heist,https://www.dndbeyond.com/monsters/149770-jalester-silvermane
2821177,Jammer Leech,1,Plant,Tiny,Unaligned,,Spelljammer: Adventures In Space,https://www.dndbeyond.com/monsters/2821177-jammer-leech
17473,Jamna Gleamsilver,1,Humanoid (Gnome),Small,Neutral,,Tyranny Of Dragons,https://www.dndbeyond.com/monsters/17473-jamna-gleamsilver
175871,Jarad Vod Savo,22,Undead,Medium,Neutral Evil,,Guildmasters’ Guide To Ravnica,https://www.dndbeyond.com/monsters/175871-jarad-vod-savo
295859,Jarl Grugnur,9,Giant,Huge,Neutral,Mountain,Tales From The Yawning Portal,https://www.dndbeyond.com/monsters/295859-jarl-grugnur
299704,Jarl Storvald,8,Giant,Huge,Neutral Evil,"Arctic, Mountain",Storm King'S Thunder,https://www.dndbeyond.com/monsters/299704-jarl-storvald
149550,Jarlaxle Baenre,15,Humanoid (Elf),Medium,Chaotic Neutral,,Waterdeep: Dragon Heist,https://www.dndbeyond.com/monsters/149550-jarlaxle-baenre
1123103,Jarund Elkhardt,5,Humanoid (Human),Medium,Neutral,,Icewind Dale: Rime Of The Frostmaiden,https://www.dndbeyond.com/monsters/1123103-jarund-elkhardt
299996,Jasper Dimmerchasm,3,Humanoid (Dwarf),Medium,Neutral Evil,"Arctic, Coastal, Forest, Grassland, Hill, Mountain, Underdark, Urban",Storm King'S Thunder,https://www.dndbeyond.com/monsters/299996-jasper-dimmerchasm
360886,Jelayne,1/4,Undead,Medium,Lawful Evil,Urban,Acquisitions Incorporated,https://www.dndbeyond.com/monsters/360886-jelayne
588939,Jermlaine,1/8,Humanoid (Jermlaine),Tiny,Neutral Evil,,Mordenkainen'S Fiendish Folio Volume 1,https://www.dndbeyond.com/monsters/588939-jermlaine
1680930,Jiangshi,9,Undead,Medium,,,Van Richten’S Guide To Ravenloft,https://www.dndbeyond.com/monsters/1680930-jiangshi
2739098,Jijibisha Manivarshi,13,Fiend (Yugoloth),Medium,Neutral Evil,,Journeys Through The Radiant Citadel,https://www.dndbeyond.com/monsters/2739098-jijibisha-manivarshi
359295,Jim Darkmagic,5,Humanoid (Human),Medium,Chaotic Neutral,,Acquisitions Incorporated,https://www.dndbeyond.com/monsters/359295-jim-darkmagic
1979791,Jingle Jangle,1/4,Humanoid (Goblinoid),Small,Chaotic Good,,The Wild Beyond The Witchlight,https://www.dndbeyond.com/monsters/1979791-jingle-jangle
2560853,Juiblex,23,Fiend (Demon),Huge,Chaotic Evil,,Mordenkainen Presents: Monsters Of The Multiverse,https://www.dndbeyond.com/monsters/2560853-juiblex
17416,Juiblex,23,Fiend (Demon),Huge,Chaotic Evil,,Out Of The Abyss,https://www.dndbeyond.com/monsters/17416-juiblex
3276649,Juvenile Eldritch Horror,11,Monstrosity,Huge,Neutral Evil,,Keys From The Golden Vault,https://www.dndbeyond.com/monsters/3276649-juvenile-eldritch-horror
310365,Juvenile Kraken,14,Monstrosity (Titan),Huge,Chaotic Evil,Underwater,Ghosts Of Saltmarsh,https://www.dndbeyond.com/monsters/310365-juvenile-kraken
1233283,Juvenile Mimic,0,Monstrosity (Shapechanger),Tiny,Unaligned,,Tasha’S Cauldron Of Everything,https://www.dndbeyond.com/monsters/1233283-juvenile-mimic
5195093,Juvenile Shadow Dragon,4,Dragon,Medium,Chaotic Evil,"Planar (Shadowfell), Underdark",Monster Manual,https://www.dndbeyond.com/monsters/5195093-juvenile-shadow-dragon
359423,K’thriss Drow’b,3,Humanoid (Elf),Medium,Chaotic Neutral,,Acquisitions Incorporated,https://www.dndbeyond.com/monsters/359423-kthriss-drowb
1528970,K’Tulah,2,Humanoid (Tabaxi),Medium,Neutral Good,"Arctic, Coastal, Desert, Forest, Grassland, Hill, Mountain, Swamp, Underdark",Candlekeep Mysteries,https://www.dndbeyond.com/monsters/1528970-ktulah
293869,Kaarghaz,2,Humanoid (Troglodyte),Medium,Chaotic Evil,Underdark,Tales From The Yawning Portal,https://www.dndbeyond.com/monsters/293869-kaarghaz
1123104,Kadroth,2,Humanoid (Tiefling),Medium,Lawful Evil,Urban,Icewind Dale: Rime Of The Frostmaiden,https://www.dndbeyond.com/monsters/1123104-kadroth
285375,Kaevja Cynavern,6,Humanoid (Human),Medium,Lawful Evil,Urban,Waterdeep: Dragon Heist,https://www.dndbeyond.com/monsters/285375-kaevja-cynavern
4468329,Kakkuu Spyder-Fiend,5,Fiend (Demon),Medium,Typically Chaotic Evil,,Vecna: Eve Of Ruin,https://www.dndbeyond.com/monsters/4468329-kakkuu-spyder-fiend
285289,Kalain,2,Humanoid (Half-Elf),Medium,Chaotic Evil,Urban,Waterdeep: Dragon Heist,https://www.dndbeyond.com/monsters/285289-kalain
3081111,Kalaman Soldier,1/2,Humanoid,Medium or Small,Any Alignment,,Dragonlance: Shadow Of The Dragon Queen,https://www.dndbeyond.com/monsters/3081111-kalaman-soldier
493174,Kalaraq Quori,19,Aberration,Medium,Lawful Evil,,Eberron: Rising From The Last War,https://www.dndbeyond.com/monsters/493174-kalaraq-quori
487557,Kalashtar,1/4,Humanoid (Kalashtar),Medium,Any Alignment,,Eberron: Rising From The Last War,https://www.dndbeyond.com/monsters/487557-kalashtar
22582,Kalka-Kylla,3,Monstrosity,Large,Neutral,,Tales From The Yawning Portal,https://www.dndbeyond.com/monsters/22582-kalka-kylla
33044,Kamadan,4,Monstrosity,Large,Unaligned,,Tomb Of Annihilation,https://www.dndbeyond.com/monsters/33044-kamadan
3081112,Kansaldi Fire-Eyes,11,"Humanoid (Cleric, Human)",Medium,Lawful Evil,,Dragonlance: Shadow Of The Dragon Queen,https://www.dndbeyond.com/monsters/3081112-kansaldi-fire-eyes
3081113,Kapak Draconian,3,Monstrosity,Medium,Typically Lawful Evil,,Dragonlance: Shadow Of The Dragon Queen,https://www.dndbeyond.com/monsters/3081113-kapak-draconian
487601,Karrnathi Undead Soldier,3,Undead,Medium,Lawful Evil,,Eberron: Rising From The Last War,https://www.dndbeyond.com/monsters/487601-karrnathi-undead-soldier
4468330,Kas the Betrayer,23,Undead (Vampire),Medium,Neutral Evil,,Vecna: Eve Of Ruin,https://www.dndbeyond.com/monsters/4468330-kas-the-betrayer
299546,Kasimir Velikov,6,Humanoid (Elf),Medium,Neutral,Urban,Curse Of Strahd,https://www.dndbeyond.com/monsters/299546-kasimir-velikov
299648,Kayalithica,7,Giant,Huge,Neutral Evil,"Hill, Mountain, Underdark",Storm King'S Thunder,https://www.dndbeyond.com/monsters/299648-kayalithica
360024,Keg Robot,2,Construct,Medium,Unaligned,,Acquisitions Incorporated,https://www.dndbeyond.com/monsters/360024-keg-robot
1979792,Kelek,5,"Humanoid (Human, Sorcerer)",Medium,Chaotic Evil,,The Wild Beyond The Witchlight,https://www.dndbeyond.com/monsters/1979792-kelek
22586,Kelpie,4,Plant,Medium,Neutral Evil,,Tales From The Yawning Portal,https://www.dndbeyond.com/monsters/22586-kelpie
3883547,Kelubar Demodand,13,Fiend,Medium,Typically Neutral Evil,,Planescape: Adventures In The Multiverse,https://www.dndbeyond.com/monsters/3883547-kelubar-demodand
3081114,Kender Skirmisher,1/4,Humanoid,Small,Any Alignment,,Dragonlance: Shadow Of The Dragon Queen,https://www.dndbeyond.com/monsters/3081114-kender-skirmisher
5195094,Kenku,1/4,Monstrosity,Medium,Neutral,"Forest, Planar (Shadowfell), Urban",Monster Manual,https://www.dndbeyond.com/monsters/5195094-kenku
17165,Kenku,1/4,Humanoid (Kenku),Medium,Chaotic Neutral,"Forest, Urban",Monster Manual (2014),https://www.dndbeyond.com/monsters/17165-kenku
190986,Keresta Delvingstone,13,Undead (Shapechanger),Medium,Lawful Evil,Urban,Waterdeep: Dungeon Of The Mad Mage,https://www.dndbeyond.com/monsters/190986-keresta-delvingstone
1979793,Kettlesteam the Kenku,1,"Humanoid (Kenku, Warlock)",Medium,Chaotic Neutral,,The Wild Beyond The Witchlight,https://www.dndbeyond.com/monsters/1979793-kettlesteam-the-kenku
274704,Khalessa Draga,1,Humanoid (Elf),Medium,Neutral,Urban,Out Of The Abyss,https://www.dndbeyond.com/monsters/274704-khalessa-draga
588950,Khargra,1/8,Elemental,Small,Neutral,,Mordenkainen'S Fiendish Folio Volume 1,https://www.dndbeyond.com/monsters/588950-khargra
1528969,Kiddywidget,1/2,Construct,Small,,,Candlekeep Mysteries,https://www.dndbeyond.com/monsters/1528969-kiddywidget
5195095,Killer Whale,3,Beast,Huge,Unaligned,Underwater,Monster Manual,https://www.dndbeyond.com/monsters/5195095-killer-whale
16937,Killer Whale,3,Beast,Huge,Unaligned,Underwater,Basic Rules (2014),https://www.dndbeyond.com/monsters/16937-killer-whale
588967,Killmoulis,0,Fey,Tiny,Neutral,,Mordenkainen'S Fiendish Folio Volume 1,https://www.dndbeyond.com/monsters/588967-killmoulis
2821178,Kindori,7,Celestial,Gargantuan,Unaligned,,Spelljammer: Adventures In Space,https://www.dndbeyond.com/monsters/2821178-kindori
287862,King Grol,1,Humanoid (Goblinoid),Medium,Chaotic Evil,"Forest, Grassland, Underdark",Lost Mine Of Phandelver,https://www.dndbeyond.com/monsters/287862-king-grol
300563,King Hekaton,13,Giant,Huge,Chaotic Good,"Coastal, Underwater",Storm King'S Thunder,https://www.dndbeyond.com/monsters/300563-king-hekaton
3276650,King Jhaeros,9,Construct,Large,Unaligned,,Keys From The Golden Vault,https://www.dndbeyond.com/monsters/3276650-king-jhaeros
285906,King of Feathers,8,Monstrosity,Huge,Unaligned,Grassland,Tomb Of Annihilation,https://www.dndbeyond.com/monsters/285906-king-of-feathers
295894,King Snurre,11,Giant,Huge,Lawful Evil,"Mountain, Underdark",Tales From The Yawning Portal,https://www.dndbeyond.com/monsters/295894-king-snurre
1123105,Kingsport,0,Beast,Medium,Unaligned,,Icewind Dale: Rime Of The Frostmaiden,https://www.dndbeyond.com/monsters/1123105-kingsport
299436,Kiril Stoyanovich,3,"Humanoid (Human, Shapechanger)",Medium,Chaotic Evil,"Forest, Hill",Curse Of Strahd,https://www.dndbeyond.com/monsters/299436-kiril-stoyanovich
2560854,Ki-rin,12,Celestial,Large,Typically Lawful Good,"Coastal, Desert, Grassland, Mountain",Mordenkainen Presents: Monsters Of The Multiverse,https://www.dndbeyond.com/monsters/2560854-ki-rin
17275,Ki-rin,12,Celestial,Huge,Lawful Good,"Coastal, Desert, Grassland, Mountain",Volo'S Guide To Monsters,https://www.dndbeyond.com/monsters/17275-ki-rin
297832,Klauth,25,Dragon,Gargantuan,Chaotic Evil,"Hill, Mountain",Storm King'S Thunder,https://www.dndbeyond.com/monsters/297832-klauth
4904816,Knight,3,Humanoid,Medium or Small,Neutral,Any,Monster Manual,https://www.dndbeyond.com/monsters/4904816-knight
16938,Knight,3,Humanoid (Any Race),Medium,Any Alignment,Urban,Basic Rules (2014),https://www.dndbeyond.com/monsters/16938-knight
3852141,Knight of Eldraine,3,Humanoid (Human),Medium,Any Alignment,,Monstrous Compendium Vol. 4: Eldraine Creatures,https://www.dndbeyond.com/monsters/3852141-knight-of-eldraine
297773,Knight of the Mithral Shield,3,Humanoid (Dwarf),Medium,Lawful Good,Urban,Storm King'S Thunder,https://www.dndbeyond.com/monsters/297773-knight-of-the-mithral-shield
1123107,Knucklehead Trout,0,Beast,Small,Unaligned,,Icewind Dale: Rime Of The Frostmaiden,https://www.dndbeyond.com/monsters/1123107-knucklehead-trout
310386,Koalinth,1/2,Humanoid (Goblinoid),Medium,Lawful Evil,,Ghosts Of Saltmarsh,https://www.dndbeyond.com/monsters/310386-koalinth
310397,Koalinth Sergeant,2,Humanoid (Goblinoid),Medium,Lawful Evil,,Ghosts Of Saltmarsh,https://www.dndbeyond.com/monsters/310397-koalinth-sergeant
16939,Kobold,1/8,Humanoid (Kobold),Small,Lawful Evil,"Arctic, Coastal, Desert, Forest, Hill, Mountain, Swamp, Underdark, Urban",Basic Rules (2014),https://www.dndbeyond.com/monsters/16939-kobold
288128,Kobold Commoner,0,Humanoid (Kobold),Small,Any Alignment,"Arctic, Coastal, Desert, Forest, Grassland, Hill, Urban",Tales From The Yawning Portal,https://www.dndbeyond.com/monsters/288128-kobold-commoner
2560855,Kobold Dragonshield,1,Dragon,Small,Any Alignment,"Forest, Hill, Mountain, Underdark",Mordenkainen Presents: Monsters Of The Multiverse,https://www.dndbeyond.com/monsters/2560855-kobold-dragonshield
17276,Kobold Dragonshield,1,Humanoid (Kobold),Small,Lawful Evil,"Forest, Hill, Mountain, Underdark",Volo'S Guide To Monsters,https://www.dndbeyond.com/monsters/17276-kobold-dragonshield
2560856,Kobold Inventor,1/4,Humanoid,Small,Any Alignment,"Forest, Hill, Mountain, Underdark, Urban",Mordenkainen Presents: Monsters Of The Multiverse,https://www.dndbeyond.com/monsters/2560856-kobold-inventor
17277,Kobold Inventor,1/4,Humanoid (Kobold),Small,Lawful Evil,"Forest, Hill, Mountain, Underdark, Urban",Volo'S Guide To Monsters,https://www.dndbeyond.com/monsters/17277-kobold-inventor
2560857,Kobold Scale Sorcerer,1,Humanoid,Small,Any Alignment,"Forest, Hill, Mountain, Underdark, Urban",Mordenkainen Presents: Monsters Of The Multiverse,https://www.dndbeyond.com/monsters/2560857-kobold-scale-sorcerer
17278,Kobold Scale Sorcerer,1,Humanoid (Kobold),Small,Lawful Evil,"Forest, Hill, Mountain, Underdark, Urban",Volo'S Guide To Monsters,https://www.dndbeyond.com/monsters/17278-kobold-scale-sorcerer
2953450,Kobold Tinkerer,1/4,Humanoid,Small,Any Alignment,,Dragons Of Stormwreck Isle,https://www.dndbeyond.com/monsters/2953450-kobold-tinkerer
1123108,Kobold Vampire Spawn,3,Undead,Small,Neutral Evil,,Icewind Dale: Rime Of The Frostmaiden,https://www.dndbeyond.com/monsters/1123108-kobold-vampire-spawn
5195096,Kobold Warrior,1/8,Dragon,Small,Neutral,"Arctic, Coastal, Desert, Forest, Hill, Mountain, Swamp, Underdark, Urban",Monster Manual,https://www.dndbeyond.com/monsters/5195096-kobold-warrior
3883548,Kolyarut,20,Construct (Inevitable),Medium,Typically Lawful Neutral,,Planescape: Adventures In The Multiverse,https://www.dndbeyond.com/monsters/3883548-kolyarut
17279,Korred,7,Fey,Small,Typically Chaotic Neutral,Forest,Mordenkainen Presents: Monsters Of The Multiverse,https://www.dndbeyond.com/monsters/17279-korred
2556204,Korred,7,Fey,Small,Chaotic Neutral,Forest,Volo'S Guide To Monsters,https://www.dndbeyond.com/monsters/2556204-korred
417094,Kostchtchie,25,Fiend (Demon),Large,Chaotic Evil,,Baldur’S Gate: Descent Into Avernus,https://www.dndbeyond.com/monsters/417094-kostchtchie
5195097,Kraken,23,Monstrosity (Titan),Gargantuan,Chaotic Evil,Underwater,Monster Manual,https://www.dndbeyond.com/monsters/5195097-kraken
16940,Kraken,23,Monstrosity (Titan),Gargantuan,Chaotic Evil,Underwater,Basic Rules (2014),https://www.dndbeyond.com/monsters/16940-kraken
2560858,Kraken Priest,5,Monstrosity,Medium,Typically Chaotic Evil,"Coastal, Underwater",Mordenkainen Presents: Monsters Of The Multiverse,https://www.dndbeyond.com/monsters/2560858-kraken-priest
17336,Kraken Priest,5,Humanoid (Any Race),Medium,Any Evil Alignment,"Coastal, Underwater, Urban",Volo'S Guide To Monsters,https://www.dndbeyond.com/monsters/17336-kraken-priest
175514,Kraul Death Priest,4,Humanoid (Kraul),Medium,Neutral Evil,,Guildmasters’ Guide To Ravnica,https://www.dndbeyond.com/monsters/175514-kraul-death-priest
175523,Kraul Warrior,1/2,Humanoid (Kraul),Medium,Neutral Evil,,Guildmasters’ Guide To Ravnica,https://www.dndbeyond.com/monsters/175523-kraul-warrior
319295,Krell Grohlg,2,Humanoid (Half-Orc),Medium,Chaotic Evil,"Arctic, Coastal, Desert, Forest, Grassland, Hill, Mountain, Swamp, Underdark",Ghosts Of Saltmarsh,https://www.dndbeyond.com/monsters/319295-krell-grohlg
177244,Krenko,1,Humanoid (Goblinoid),Small,Neutral Evil,,Guildmasters’ Guide To Ravnica,https://www.dndbeyond.com/monsters/177244-krenko
417126,Krull,6,Humanoid (Tortle),Medium,Lawful Evil,,Baldur’S Gate: Descent Into Avernus,https://www.dndbeyond.com/monsters/417126-krull
2560859,Kruthik Hive Lord,5,Monstrosity,Large,Unaligned,"Desert, Mountain, Underdark",Mordenkainen Presents: Monsters Of The Multiverse,https://www.dndbeyond.com/monsters/2560859-kruthik-hive-lord
97356,Kruthik Hive Lord,5,Monstrosity,Large,Unaligned,"Desert, Mountain, Underdark",Mordenkainen’S Tome Of Foes,https://www.dndbeyond.com/monsters/97356-kruthik-hive-lord
5195101,Kuo-toa,1/4,Aberration,Medium,Neutral Evil,"Coastal, Underdark",Monster Manual,https://www.dndbeyond.com/monsters/5195101-kuo-toa
