ID,NAME,SLUG,NAME_LOWER,RARITY,TYPE,ATTUNEMENT,NOTES,SOURCE,URL,SOURCE_SHORT
4047184,Crystal Blade,crystal-blade,crystal blade,Rare,Weapon,Required,Damage: Radiant,Fizban's Treasury of Dragons,https://www.dndbeyond.com/magic-items/4047184-crystal-blade,ftd
4047194,Dragon-Touched Focus,dragon-touched-focus,dragon-touched focus,Varies,Wondrous Item,Required,"Advantage: Initiative, spellcaster",Fizban's Treasury of Dragons,https://www.dndbeyond.com/magic-items/4047194-dragon-touched-focus,ftd
4047199,Dragon Vessel,dragon-vessel,dragon vessel,Varies,Wondrous Item,Required,,Fizban's Treasury of Dragons,https://www.dndbeyond.com/magic-items/4047199-dragon-vessel,ftd
4047200,Dragon Wing Bow,dragon-wing-bow,dragon wing bow,Rare,Weapon,Required,"Damage: Acid, Damage: Cold, Damage: Fire, Damage: Force, Damage: Lightning, Damage: Necrotic, Damage: Poison, Damage: Psychic, Damage: Thunder",Fizban's Treasury of Dragons,https://www.dndbeyond.com/magic-items/4047200-dragon-wing-bow,ftd
4047212,Dragonlance,dragonlance,dragonlance,Legendary,Weapon,Required,"Bonus: Magic, Damage: Force",Fizban's Treasury of Dragons,https://www.dndbeyond.com/magic-items/4047212-dragonlance,ftd
4047217,Dragon's Wrath Weapon,dragons-wrath-weapon,dragon's wrath weapon,Varies,Weapon,Required,"Bonus: Magic, Damage: Additional",Fizban's Treasury of Dragons,https://www.dndbeyond.com/magic-items/4047217-dragons-wrath-weapon,ftd
4047218,Emerald Pen,emerald-pen,emerald pen,Uncommon,Wondrous Item,,,Fizban's Treasury of Dragons,https://www.dndbeyond.com/magic-items/4047218-emerald-pen,ftd
4047219,Flail of Tiamat,flail-of-tiamat,flail of tiamat,Legendary,Weapon,Required,"Bonus: Magic, Damage: Acid, Damage: Cold, Damage: Fire, Damage: Lightning, Damage: Poison, Sap",Fizban's Treasury of Dragons,https://www.dndbeyond.com/magic-items/4047219-flail-of-tiamat,ftd
4047220,Gold Canary Figurine of Wondrous Power,gold-canary-figurine-of-wondrous-power,gold canary figurine of wondrous power,Legendary,Wondrous Item,,,Fizban's Treasury of Dragons,https://www.dndbeyond.com/magic-items/4047220-gold-canary-figurine-of-wondrous-power,ftd
4047221,Platinum Scarf,platinum-scarf,platinum scarf,Legendary,Wondrous Item,Required,,Fizban's Treasury of Dragons,https://www.dndbeyond.com/magic-items/4047221-platinum-scarf,ftd
4047222,Potion of Dragon's Majesty,potion-of-dragons-majesty,potion of dragon's majesty,Legendary,Potion,,,Fizban's Treasury of Dragons,https://www.dndbeyond.com/magic-items/4047222-potion-of-dragons-majesty,ftd
4047223,Ruby Weave Gem,ruby-weave-gem,ruby weave gem,Legendary,Wondrous Item,Required,Spellcaster,Fizban's Treasury of Dragons,https://www.dndbeyond.com/magic-items/4047223-ruby-weave-gem,ftd
4047224,Sapphire Buckler,sapphire-buckler,sapphire buckler,Very Rare,Armor,Required,"Resistance: Psychic, Resistance: Thunder",Fizban's Treasury of Dragons,https://www.dndbeyond.com/magic-items/4047224-sapphire-buckler,ftd
4047229,Scaled Ornament,scaled-ornament,scaled ornament,Varies,Wondrous Item,Required,"Bonus: Armor Class, Immunity: Charmed, Immunity: Frightened, Advantage: Saving Throws, Set: Innate Speed (Flying)",Fizban's Treasury of Dragons,https://www.dndbeyond.com/magic-items/4047229-scaled-ornament,ftd
4239816,Bottle of Boundless Coffee,bottle-of-boundless-coffee,bottle of boundless coffee,Common,Wondrous Item,,,Strixhaven: A Curriculum of Chaos,https://www.dndbeyond.com/magic-items/4239816-bottle-of-boundless-coffee,scc
4239817,Cuddly Strixhaven Mascot,cuddly-strixhaven-mascot,cuddly strixhaven mascot,Common,Wondrous Item,,Advantage: Saving Throws,Strixhaven: A Curriculum of Chaos,https://www.dndbeyond.com/magic-items/4239817-cuddly-strixhaven-mascot,scc
4239818,Lorehold Primer,lorehold-primer,lorehold primer,Uncommon,Wondrous Item,Required,"Bonus: History, Bonus: Religion, spellcaster",Strixhaven: A Curriculum of Chaos,https://www.dndbeyond.com/magic-items/4239818-lorehold-primer,scc
4239819,Masque Charm,masque-charm,masque charm,Common,Wondrous Item,,,Strixhaven: A Curriculum of Chaos,https://www.dndbeyond.com/magic-items/4239819-masque-charm,scc
4239820,Murgaxor's Orb,murgaxors-orb,murgaxor's orb,Legendary,Wondrous Item,Required,,Strixhaven: A Curriculum of Chaos,https://www.dndbeyond.com/magic-items/4239820-murgaxors-orb,scc
4239821,Prismari Primer,prismari-primer,prismari primer,Uncommon,Wondrous Item,Required,"Bonus: Acrobatics, Bonus: Performance, spellcaster",Strixhaven: A Curriculum of Chaos,https://www.dndbeyond.com/magic-items/4239821-prismari-primer,scc
4239822,Quandrix Primer,quandrix-primer,quandrix primer,Uncommon,Wondrous Item,Required,"Bonus: Arcana, Bonus: Nature, spellcaster",Strixhaven: A Curriculum of Chaos,https://www.dndbeyond.com/magic-items/4239822-quandrix-primer,scc
4239823,Silverquill Primer,silverquill-primer,silverquill primer,Uncommon,Wondrous Item,Required,"Bonus: Intimidation, Bonus: Persuasion, spellcaster",Strixhaven: A Curriculum of Chaos,https://www.dndbeyond.com/magic-items/4239823-silverquill-primer,scc
4239824,Strixhaven Pennant,strixhaven-pennant,strixhaven pennant,Common,Wondrous Item,,,Strixhaven: A Curriculum of Chaos,https://www.dndbeyond.com/magic-items/4239824-strixhaven-pennant,scc
4239825,Witherbloom Primer,witherbloom-primer,witherbloom primer,Uncommon,Wondrous Item,Required,"Bonus: Nature, Bonus: Survival, spellcaster",Strixhaven: A Curriculum of Chaos,https://www.dndbeyond.com/magic-items/4239825-witherbloom-primer,scc
4980837,Infernal Tack,infernal-tack,infernal tack,Legendary,Wondrous Item,Required,Creature of Evil Alignment,Mordenkainen Presents: Monsters of the Multiverse,https://www.dndbeyond.com/magic-items/4980837-infernal-tack,mtf
5294571,Hammock of Worlds,hammock-of-worlds,hammock of worlds,Legendary,Wondrous Item,,Teleportation,Journeys through the Radiant Citadel,https://www.dndbeyond.com/magic-items/5294571-hammock-of-worlds,jttrc
5439866,Fish Suit,fish-suit,fish suit,Very Rare,Wondrous Item,,"Set: Innate Speed (Flying), Set: Innate Speed (Swimming)",Spelljammer: Adventures in Space,https://www.dndbeyond.com/magic-items/5439866-fish-suit,aag
5439867,Spelljamming Helm,spelljamming-helm,spelljamming helm,Rare,Wondrous Item,Required,Spellcaster,Spelljammer: Adventures in Space,https://www.dndbeyond.com/magic-items/5439867-spelljamming-helm,aag
5439868,Talarith,talarith,talarith,Legendary,Wondrous Item,Required,"Damage: Force, Reigar Who Created It",Spelljammer: Adventures in Space,https://www.dndbeyond.com/magic-items/5439868-talarith,bam
5439869,Wildspace Orrery,wildspace-orrery,wildspace orrery,Uncommon,Wondrous Item,,,Spelljammer: Adventures in Space,https://www.dndbeyond.com/magic-items/5439869-wildspace-orrery,aag
5554570,Crusader's Shortsword,crusaders-shortsword,crusader's shortsword,Uncommon,Weapon,Required,"Bonus: Magic, Finesse, Light, Vex",Curse of Strahd,https://www.dndbeyond.com/magic-items/5554570-crusaders-shortsword,cos
5554585,Shield of the Silver Dragon,shield-of-the-silver-dragon,shield of the silver dragon,Unknown Rarity,Armor,,"Bonus: Armor Class, Bonus: Initiative",Curse of Strahd,https://www.dndbeyond.com/magic-items/5554585-shield-of-the-silver-dragon,cos
5554591,Yester Hill Axe,yester-hill-axe,yester hill axe,Unknown Rarity,Weapon,,"Damage: Slashing, Damage: Piercing, Versatile, Topple",Curse of Strahd,https://www.dndbeyond.com/magic-items/5554591-yester-hill-axe,cos
5715467,Dragongleam,dragongleam,dragongleam,Unknown Rarity,Weapon,,"Thrown, Versatile, Sap",Tyranny of Dragons,https://www.dndbeyond.com/magic-items/5715467-dragongleam,hotdq
5715530,Tearulai,tearulai,tearulai,Unknown Rarity,Weapon,Required,"Damage: Slashing, Creature of Non-Evil Alignment, Teleportation, Damage, Control, Movement, Combat, Shapechanging, Versatile, Sap",Waterdeep: Dungeon of the Mad Mage,https://www.dndbeyond.com/magic-items/5715530-tearulai,wdmm
5912491,Flying Citadel Helm,flying-citadel-helm,flying citadel helm,Very Rare,Wondrous Item,Required,"Damage: Bludgeoning, Spellcaster",Dragonlance: Shadow of the Dragon Queen,https://www.dndbeyond.com/magic-items/5912491-flying-citadel-helm,dsotdq
5912492,Kagonesti Forest Shroud,kagonesti-forest-shroud,kagonesti forest shroud,Rare,Wondrous Item,Required,Advantage: Stealth,Dragonlance: Shadow of the Dragon Queen,https://www.dndbeyond.com/magic-items/5912492-kagonesti-forest-shroud,dsotdq
5912493,Mirror of Reflected Pasts,mirror-of-reflected-pasts,mirror of reflected pasts,Very Rare,Wondrous Item,Required,Paralyzed,Dragonlance: Shadow of the Dragon Queen,https://www.dndbeyond.com/magic-items/5912493-mirror-of-reflected-pasts,dsotdq
5917281,Topaz Annihilator,topaz-annihilator,topaz annihilator,Legendary,Weapon,Required,Weapon Property: Two-Handed,Fizban's Treasury of Dragons,https://www.dndbeyond.com/magic-items/5917281-topaz-annihilator,ftd
5920988,Nightbringer,nightbringer,nightbringer,Legendary,Weapon,Required,"Bonus: Magic, Damage: Radiant, Damage, Combat, Sap",Monstrous Compendium Vol. 2: Dragonlance Creatures,https://www.dndbeyond.com/magic-items/5920988-nightbringer,
6256176,Book of Vile Darkness (Variant),book-of-vile-darkness-(variant),book of vile darkness (variant),Artifact,Wondrous Item,Required,"Advantage: Persuasion, Advantage: Intimidation, Expertise: Intelligence Ability Checks, Immunity: Charmed, Immunity: Frightened, Damage, Control, Buff, Debuff, Utility, Combat, Cursed",Keys from the Golden Vault,https://www.dndbeyond.com/magic-items/6256176-book-of-vile-darkness-variant,kftgv
6256177,Constantori's Portrait,constantoris-portrait,constantori's portrait,Very Rare,Wondrous Item,Required,"Communication, Utility, Sentient",Keys from the Golden Vault,https://www.dndbeyond.com/magic-items/6256177-constantoris-portrait,kftgv
6256178,Shard of Xeluan,shard-of-xeluan,shard of xeluan,Rare,Wondrous Item,Required,"Bonus: Strength Score, Bonus: Ability Score Maximum, Bonus: Spell Attacks, Cursed, Focus",Keys from the Golden Vault,https://www.dndbeyond.com/magic-items/6256178-shard-of-xeluan,kftgv
6256184,Shard Solitaire,shard-solitaire,shard solitaire,Legendary,Wondrous Item,Required,Teleportation,Keys from the Golden Vault,https://www.dndbeyond.com/magic-items/6256184-shard-solitaire,kftgv
6504936,Helm of Disjunction,helm-of-disjunction,helm of disjunction,Legendary,Wondrous Item,Required,"Sorcerer, Warlock, or Wizard, Control, Warding, Headwear",Legendary Magic Items,https://www.dndbeyond.com/magic-items/6504936-helm-of-disjunction,
6504937,Hither-Thither Staff,hither-thither-staff,hither-thither staff,Legendary,Staff,,"Teleportation, Exploration",Legendary Magic Items,https://www.dndbeyond.com/magic-items/6504937-hither-thither-staff,
6504938,Horn of Beckoning Death,horn-of-beckoning-death,horn of beckoning death,Legendary,Wondrous Item,Required,"Sorcerer, Warlock, or Wizard",Legendary Magic Items,https://www.dndbeyond.com/magic-items/6504938-horn-of-beckoning-death,
6504939,Red Wizard Blade,red-wizard-blade,red wizard blade,Legendary,Weapon,,"Damage: Necrotic, Damage, Combat, Finesse, Light, Thrown, Nick",Legendary Magic Items,https://www.dndbeyond.com/magic-items/6504939-red-wizard-blade,
6504940,Tablet of Reawakening,tablet-of-reawakening,tablet of reawakening,Legendary,Wondrous Item,,Consumable,Legendary Magic Items,https://www.dndbeyond.com/magic-items/6504940-tablet-of-reawakening,
7102405,Adze of Annam,adze-of-annam,adze of annam,Artifact,Weapon,Required,"Bonus: Magic, Damage: Force, Heavy, Two-Handed, Cleave",Bigby Presents: Glory of the Giants,https://www.dndbeyond.com/magic-items/7102405-adze-of-annam,bgg
7102410,Armor of Safeguarding,armor-of-safeguarding,armor of safeguarding,Very Rare,Armor,Required,,Bigby Presents: Glory of the Giants,https://www.dndbeyond.com/magic-items/7102410-armor-of-safeguarding,bgg
7102411,Bigby's Beneficent Bracelet,bigbys-beneficent-bracelet,bigby's beneficent bracelet,Artifact,Wondrous Item,Required,"Jewelry, Wristwear",Bigby Presents: Glory of the Giants,https://www.dndbeyond.com/magic-items/7102411-bigbys-beneficent-bracelet,bgg
7102412,Bloodshed Blade,bloodshed-blade,bloodshed blade,Very Rare,Weapon,Required,Damage: Additional,Bigby Presents: Glory of the Giants,https://www.dndbeyond.com/magic-items/7102412-bloodshed-blade,bgg
7102418,Crown of the Wrath Bringer,crown-of-the-wrath-bringer,crown of the wrath bringer,Rare,Wondrous Item,Required,,Bigby Presents: Glory of the Giants,https://www.dndbeyond.com/magic-items/7102418-crown-of-the-wrath-bringer,bgg
7102419,Delver's Claws,delvers-claws,delver's claws,Rare,Wondrous Item,Required,"Melee Weapon Attack: Slashing, Melee Weapon Attack: Slashing, Weapon Property: Finesse, Weapon Property: Light, Set: Innate Speed (Burrowing), Sense: Blindsight",Bigby Presents: Glory of the Giants,https://www.dndbeyond.com/magic-items/7102419-delvers-claws,bgg
7102420,Elven Thrower,elven-thrower,elven thrower,Very Rare,Weapon,Required,"Bonus: Magic, Damage: Additional, Damage: Additional, Elf, Damage, Combat, Thrown, Versatile, Sap",Bigby Presents: Glory of the Giants,https://www.dndbeyond.com/magic-items/7102420-elven-thrower,bgg
7102421,Glowrune Pigment,glowrune-pigment,glowrune pigment,Rare,Wondrous Item,,"Buff, Utility, Consumable",Bigby Presents: Glory of the Giants,https://www.dndbeyond.com/magic-items/7102421-glowrune-pigment,bgg
7102422,Harp of Gilded Plenty,harp-of-gilded-plenty,harp of gilded plenty,Legendary,Wondrous Item,Required,Sentient,Bigby Presents: Glory of the Giants,https://www.dndbeyond.com/magic-items/7102422-harp-of-gilded-plenty,bgg
7102423,Helm of Perfect Potential,helm-of-perfect-potential,helm of perfect potential,Artifact,Wondrous Item,Required,"Advantage: Deception, Advantage: Insight",Bigby Presents: Glory of the Giants,https://www.dndbeyond.com/magic-items/7102423-helm-of-perfect-potential,bgg
7102424,Horizon Puzzle Cube,horizon-puzzle-cube,horizon puzzle cube,Unknown Rarity,Wondrous Item,,Teleportation,Bigby Presents: Glory of the Giants,https://www.dndbeyond.com/magic-items/7102424-horizon-puzzle-cube,bgg
7102425,Lash of Immolation,lash-of-immolation,lash of immolation,Rare,Weapon,,"Bonus: Magic, Damage: Fire, Damage: Fire, Restrained, Finesse, Reach, Slow",Bigby Presents: Glory of the Giants,https://www.dndbeyond.com/magic-items/7102425-lash-of-immolation,bgg
7102426,Longbow of the Healing Hearth,longbow-of-the-healing-hearth,longbow of the healing hearth,Legendary,Weapon,Required,"Bonus: Magic, Healing, Ammunition, Heavy, Range, Two-Handed, Slow",Bigby Presents: Glory of the Giants,https://www.dndbeyond.com/magic-items/7102426-longbow-of-the-healing-hearth,bgg
7102427,Lucent Destroyer,lucent-destroyer,lucent destroyer,Very Rare,Weapon,Required,"Bonus: Magic, Replace Damage Type: Radiant, Ignore Weapon Property: Loading, Loading, Range, Two-Handed, Ammunition (Firearms), Slow",Bigby Presents: Glory of the Giants,https://www.dndbeyond.com/magic-items/7102427-lucent-destroyer,bgg
7102428,Mistral Mantle,mistral-mantle,mistral mantle,Very Rare,Wondrous Item,Required,"Resistance: Cold, Outerwear",Bigby Presents: Glory of the Giants,https://www.dndbeyond.com/magic-items/7102428-mistral-mantle,bgg
7102429,Nimbus Coronet,nimbus-coronet,nimbus coronet,Very Rare,Wondrous Item,Required,Teleportation,Bigby Presents: Glory of the Giants,https://www.dndbeyond.com/magic-items/7102429-nimbus-coronet,bgg
7102430,Orb of Skoraeus,orb-of-skoraeus,orb of skoraeus,Legendary,Wondrous Item,Required,"Bonus: Constitution Saving Throws, Set Base: Darkvision, Spellcaster",Bigby Presents: Glory of the Giants,https://www.dndbeyond.com/magic-items/7102430-orb-of-skoraeus,bgg
7102435,Prehistoric Figurines of Wondrous Power,prehistoric-figurines-of-wondrous-power,prehistoric figurines of wondrous power,Varies,Wondrous Item,,Summoning,Bigby Presents: Glory of the Giants,https://www.dndbeyond.com/magic-items/7102435-prehistoric-figurines-of-wondrous-power,
7102436,Reaper's Scream,reapers-scream,reaper's scream,Legendary,Weapon,Required,"Bonus: Magic, Replace Damage Type: Necrotic, Damage: Necrotic, Sap",Bigby Presents: Glory of the Giants,https://www.dndbeyond.com/magic-items/7102436-reapers-scream,bgg
7102437,Ring of Amity,ring-of-amity,ring of amity,Very Rare,Ring,Required,"Healing, Jewelry",Bigby Presents: Glory of the Giants,https://www.dndbeyond.com/magic-items/7102437-ring-of-amity,bgg
7102438,Sanctum Amulet,sanctum-amulet,sanctum amulet,Very Rare,Wondrous Item,Required,"Resistance: Necrotic, Warding, Jewelry",Bigby Presents: Glory of the Giants,https://www.dndbeyond.com/magic-items/7102438-sanctum-amulet,bgg
7102439,Shield of the Blazing Dreadnought,shield-of-the-blazing-dreadnought,shield of the blazing dreadnought,Legendary,Armor,Required,,Bigby Presents: Glory of the Giants,https://www.dndbeyond.com/magic-items/7102439-shield-of-the-blazing-dreadnought,bgg
7102440,Staff of the Rooted Hills,staff-of-the-rooted-hills,staff of the rooted hills,Rare,Staff,Required,"Bonus: Magic, Control, Communication",Bigby Presents: Glory of the Giants,https://www.dndbeyond.com/magic-items/7102440-staff-of-the-rooted-hills,bgg
7102441,Stonebreaker's Breastplate,stonebreakers-breastplate,stonebreaker's breastplate,Legendary,Armor,Required,"Resistance: Bludgeoning, Resistance: Piercing, Resistance: Slashing, Immunity: Prone, Warding",Bigby Presents: Glory of the Giants,https://www.dndbeyond.com/magic-items/7102441-stonebreakers-breastplate,bgg
7102442,Thunderbuss,thunderbuss,thunderbuss,Very Rare,Weapon,,"Bonus: Magic, Replace Damage Type: Thunder, Ignore Weapon Property: Loading, Loading, Range, Ammunition (Firearms), Vex",Bigby Presents: Glory of the Giants,https://www.dndbeyond.com/magic-items/7102442-thunderbuss,bgg
7102443,War Horn of Valor,war-horn-of-valor,war horn of valor,Rare,Wondrous Item,,,Bigby Presents: Glory of the Giants,https://www.dndbeyond.com/magic-items/7102443-war-horn-of-valor,bgg
7102444,Wayfarer's Boots,wayfarers-boots,wayfarer's boots,Rare,Wondrous Item,Required,"Bonus: Speed (Walking), Advantage: Survival, Movement, Exploration",Bigby Presents: Glory of the Giants,https://www.dndbeyond.com/magic-items/7102444-wayfarers-boots,bgg
7102445,Wyrmreaver Gauntlets,wyrmreaver-gauntlets,wyrmreaver gauntlets,Very Rare,Wondrous Item,Required,"Damage: Force, Warding, Handwear",Bigby Presents: Glory of the Giants,https://www.dndbeyond.com/magic-items/7102445-wyrmreaver-gauntlets,bgg
