ID,NAME,NAME_LOWER,LEVEL,CASTING_TIME,RANGE,AREA,AREA_SHAPE,COMPONENTS,MATERIAL_COMPONENTS,DURATION,SCHOOL,ATTACK_SAVE,DAMAGE_EFFECT,CLASSES,SOURCE,URL,SOURCE_SHORT,SLUG
2339,Hunger of Hadar,hunger of hadar,3rd,1 Action,150 ft.,20 ft.,sphere,"V, S, M",,1 Minute,Legacy,DEX Save,Cold (...),[],,https://www.dndbeyond.com/spells/2339-hunger-of-hadar,xphb,hunger-of-hadar
2149,Hunter's Mark,hunter's mark,1st,1 Bonus Action,90 ft.,,,V,,1 Hour,Legacy,,Bludgeoning (...),"[""KEEPER DOMAIN"", ""THE PREDATOR"", ""RANGER (LEGACY)"", ""OATH OF VENGEANCE (LEGACY)"", ""OATH OF ZEAL (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2149-hunters-mark,xphb,hunters-mark
2150,Hypnotic Pattern,hypnotic pattern,3rd,1 Action,120 ft.,30 ft.,cube,"S, M",a glowing stick of incense or a crystal vial filled with phosphorescent material,1 Minute,Legacy,WIS Save,Charmed,"[""OATH OF REDEMPTION"", ""ARMORER"", ""MOON DOMAIN"", ""CIRCLE OF THE HIVE"", ""BARD (LEGACY)"", ""SORCERER (LEGACY)"", ""WARLOCK (LEGACY)"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2150-hypnotic-pattern,xphb,hypnotic-pattern
2384,Ice Knife,ice knife,1st,1 Action,60 ft.,5 ft. *,sphere,"S, M",a drop of water or a piece of ice,Instantaneous,Legacy,DEX Save,Piercing (...),"[""DRUID"", ""SORCERER"", ""WIZARD"", ""DRUID (LEGACY)"", ""SORCERER (LEGACY)"", ""WIZARD (LEGACY)""]",Elemental Evil Player's Companion,https://www.dndbeyond.com/spells/2384-ice-knife,xphb,ice-knife
2151,Ice Storm,ice storm,4th,1 Action,300 ft.,20 ft. *,cylinder,"V, S, M",a pinch of dust and a few drops of water,Instantaneous,Legacy,DEX Save,Bludgeoning (...),"[""ARTILLERIST"", ""DRUID (LEGACY)"", ""SORCERER (LEGACY)"", ""WIZARD (LEGACY)"", ""CIRCLE OF THE LAND (ARCTIC) (LEGACY)"", ""TEMPEST DOMAIN (LEGACY)"", ""OATH OF THE ANCIENTS (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2151-ice-storm,xphb,ice-storm
2152,Identify,identify,1st,1 Minute,Touch,,,"V, S, M",a pearl worth at least 100 gp and an owl feather,Instantaneous,Legacy,,Detection,"[""FORGE DOMAIN"", ""ARTIFICER"", ""THE LANTERN"", ""BARD (LEGACY)"", ""WIZARD (LEGACY)"", ""KNOWLEDGE DOMAIN (LEGACY)"", ""INQUISITION DOMAIN (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2152-identify,xphb,identify
2153,Illusory Script,illusory script,1st,1 Minute,Touch,,,"S, M","a lead-based ink worth at least 10 gp, which the spell consumes",10 Days,Legacy,,Communication,"[""BARD (LEGACY)"", ""WARLOCK (LEGACY)"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2153-illusory-script,xphb,illusory-script
2154,Imprisonment,imprisonment,9th,1 Minute,30 ft.,,,"V, S, M","a vellum depiction or a carved statuette in the likeness of the target, and a special component that varies according to the version of the spell you choose, worth at least 500 gp per Hit Die of the target",Until Dispelled,Legacy,WIS Save,Restrained (...),"[""WARLOCK (LEGACY)"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2154-imprisonment,xphb,imprisonment
2155,Incendiary Cloud,incendiary cloud,8th,1 Action,150 ft.,20 ft.,sphere,"V, S",,1 Minute,Legacy,DEX Save,Fire,"[""SORCERER (LEGACY)"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2155-incendiary-cloud,xphb,incendiary-cloud
2156,Inflict Wounds,inflict wounds,1st,1 Action,Touch,,,"V, S",,Instantaneous,Legacy,Melee,Necrotic,"[""OATHBREAKER"", ""MOTHER OF SORROWS"", ""CRIMSON DYNASTY (2014)"", ""OATH OF CASTIGATION (2014)"", ""CLERIC (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2156-inflict-wounds,xphb,inflict-wounds
2157,Insect Plague,insect plague,5th,1 Action,300 ft.,20 ft.,sphere,"V, S, M","a few grains of sugar, some kernels of grain, and a smear of fat",10 Minutes,Legacy,CON Save,Piercing,"[""CIRCLE OF THE HIVE"", ""CLERIC (LEGACY)"", ""DRUID (LEGACY)"", ""SORCERER (LEGACY)"", ""CIRCLE OF THE LAND (DESERT) (LEGACY)"", ""CIRCLE OF THE LAND (GRASSLAND) (LEGACY)"", ""CIRCLE OF THE LAND (SWAMP) (LEGACY)"", ""CIRCLE OF THE LAND (UNDERDARK) (LEGACY)"", ""NATURE DOMAIN (LEGACY)"", ""TEMPEST DOMAIN (LEGACY)"", ""OATH OF ZEAL (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2157-insect-plague,xphb,insect-plague
2159,Invisibility,invisibility,2nd,1 Action,Touch,,,"V, S, M",an eyelash encased in gum arabic,1 Hour,Legacy,,Invisible,"[""ARTIFICER"", ""MOON DOMAIN"", ""ILLRIGGER"", ""BARD (LEGACY)"", ""SORCERER (LEGACY)"", ""WARLOCK (LEGACY)"", ""WIZARD (LEGACY)"", ""CIRCLE OF THE LAND (GRASSLAND) (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2159-invisibility,xphb,invisibility
2161,Jump,jump,1st,1 Action,Touch,,,"V, S, M",a grasshopper's hind leg,1 Minute,Legacy,,Movement,"[""ARTIFICER"", ""THE PREDATOR"", ""DRUID (LEGACY)"", ""RANGER (LEGACY)"", ""SORCERER (LEGACY)"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2161-jump,xphb,jump
2162,Knock,knock,2nd,1 Action,60 ft.,,,V,,Instantaneous,Legacy,,Utility,"[""BARD (LEGACY)"", ""SORCERER (LEGACY)"", ""WIZARD (LEGACY)"", ""OATH OF ZEAL (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2162-knock,xphb,knock
2163,Legend Lore,legend lore,5th,10 Minutes,Self,,,"V, S, M","incense worth at least 250 gp, which the spell consumes, and four ivory strips worth at least 50 gp each",Instantaneous,Legacy,,Utility,"[""THE UNDYING"", ""BARD (LEGACY)"", ""CLERIC (LEGACY)"", ""WIZARD (LEGACY)"", ""KNOWLEDGE DOMAIN (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2163-legend-lore,xphb,legend-lore
2346,Leomund's Secret Chest,leomund's secret chest,4th,1 Action,Touch,,,"V, S, M",,Instantaneous,Legacy,,Utility,[],,https://www.dndbeyond.com/spells/2346-leomunds-secret-chest,xphb,leomunds-secret-chest
2340,Leomund's Tiny Hut,leomund's tiny hut,3rd,1 Minute,Self,10 ft.,sphere,"V, S, M",,8 Hours,Legacy,,Utility,[],,https://www.dndbeyond.com/spells/2340-leomunds-tiny-hut,xphb,leomunds-tiny-hut
2164,Lesser Restoration,lesser restoration,2nd,1 Action,Touch,,,"V, S",,Instantaneous,Legacy,,Healing,"[""ARTIFICER"", ""ILLRIGGER"", ""OATH OF THE RIVER"", ""BARD (LEGACY)"", ""CLERIC (LEGACY)"", ""DRUID (LEGACY)"", ""PALADIN (LEGACY)"", ""RANGER (LEGACY)"", ""LIFE DOMAIN (LEGACY)"", ""OATH OF DEVOTION (LEGACY)"", ""THE CELESTIAL (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2164-lesser-restoration,xphb,lesser-restoration
2165,Levitate,levitate,2nd,1 Action,60 ft.,,,"V, S, M",either a small leather loop or a piece of golden wire bent into a cup shape with a long shank on one end,10 Minutes,Legacy,CON Save,Movement,"[""ARTIFICER"", ""SORCERER (LEGACY)"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2165-levitate,xphb,levitate
2166,Light,light,Cantrip,1 Action,Touch,20 ft. *,sphere,"V, M",a firefly or phosphorescent moss,1 Hour,Legacy,DEX Save,Creation (...),"[""ARTIFICER"", ""BARD (LEGACY)"", ""CLERIC (LEGACY)"", ""SORCERER (LEGACY)"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2166-light,xphb,light
2341,Lightning Arrow,lightning arrow,3rd,1 Bonus Action,Self,,,"V, S",,1 Minute,Legacy,DEX Save,Lightning (...),[],,https://www.dndbeyond.com/spells/2341-lightning-arrow,xphb,lightning-arrow
2167,Lightning Bolt,lightning bolt,3rd,1 Action,Self,100 ft.,line,"V, S, M","a bit of fur and a rod of amber, crystal, or glass",Instantaneous,Legacy,DEX Save,Lightning,"[""ARMORER"", ""THE FATHOMLESS"", ""SORCERER (LEGACY)"", ""WIZARD (LEGACY)"", ""CIRCLE OF THE LAND (MOUNTAIN) (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2167-lightning-bolt,xphb,lightning-bolt
2168,Locate Animals or Plants,locate animals or plants,2nd,1 Action,Self,,,"V, S, M",a bit of fur from a bloodhound,Instantaneous,Legacy,,Detection,"[""BARD (LEGACY)"", ""DRUID (LEGACY)"", ""RANGER (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2168-locate-animals-or-plants,xphb,locate-animals-or-plants
2169,Locate Creature,locate creature,4th,1 Action,Self,,,"V, S, M",a bit of fur from a bloodhound,1 Hour,Legacy,,Detection,"[""ORDER DOMAIN"", ""ILLRIGGER"", ""THE LANTERN"", ""OATH OF CASTIGATION (2014)"", ""BARD (LEGACY)"", ""CLERIC (LEGACY)"", ""DRUID (LEGACY)"", ""PALADIN (LEGACY)"", ""RANGER (LEGACY)"", ""WIZARD (LEGACY)"", ""CIRCLE OF THE LAND (SWAMP) (LEGACY)"", ""INQUISITION DOMAIN (LEGACY)"", ""OATH OF ZEAL (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2169-locate-creature,xphb,locate-creature
2170,Locate Object,locate object,2nd,1 Action,Self,,,"V, S, M",a forked twig,10 Minutes,Legacy,,Detection,"[""THE LANTERN"", ""BARD (LEGACY)"", ""CLERIC (LEGACY)"", ""DRUID (LEGACY)"", ""PALADIN (LEGACY)"", ""RANGER (LEGACY)"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2170-locate-object,xphb,locate-object
2171,Longstrider,longstrider,1st,1 Action,Touch,,,"V, S, M",a pinch of dirt,1 Hour,Legacy,,Buff (...),"[""ARTIFICER"", ""BARD (LEGACY)"", ""DRUID (LEGACY)"", ""RANGER (LEGACY)"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2171-longstrider,xphb,longstrider
2172,Mage Armor,mage armor,1st,1 Action,Touch,,,"V, S, M",a piece of cured leather,8 Hours,Legacy,,Buff (...),"[""SORCERER (LEGACY)"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2172-mage-armor,xphb,mage-armor
2173,Mage Hand,mage hand,Cantrip,1 Action,30 ft.,,,"V, S",,1 Minute,Legacy,,Utility,"[""ARTIFICER"", ""BARD (LEGACY)"", ""SORCERER (LEGACY)"", ""WARLOCK (LEGACY)"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2173-mage-hand,xphb,mage-hand
2174,Magic Circle,magic circle,3rd,1 Minute,10 ft.,10 ft. *,cylinder,"V, S, M","holy water or powdered silver and iron worth at least 100 gp, which the spell consumes",1 Hour,Legacy,CHA Save,Control (...),"[""ARCANA DOMAIN"", ""CIRCLE OF THE OLD WAYS (2014)"", ""CLERIC (LEGACY)"", ""PALADIN (LEGACY)"", ""WARLOCK (LEGACY)"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2174-magic-circle,xphb,magic-circle
2175,Magic Jar,magic jar,6th,1 Minute,Self,,,"V, S, M","a gem, crystal, reliquary, or some other ornamental container worth at least 500 gp",Until Dispelled,Legacy,CHA Save,Control,"[""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2175-magic-jar,xphb,magic-jar
2176,Magic Missile,magic missile,1st,1 Action,120 ft.,,,"V, S",,Instantaneous,Legacy,,Force,"[""ARCANA DOMAIN"", ""ARMORER"", ""THE MANY"", ""SORCERER (LEGACY)"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2176-magic-missile,xphb,magic-missile
2177,Magic Mouth,magic mouth,2nd,1 Minute,30 ft.,,,"V, S, M","a small bit of honeycomb and jade dust worth at least 10 gp, which the spell consumes",Until Dispelled,Legacy,,Communication,"[""ARTIFICER"", ""BARD (LEGACY)"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2177-magic-mouth,xphb,magic-mouth
2178,Magic Weapon,magic weapon,2nd,1 Bonus Action,Touch,,,"V, S",,1 Hour,Legacy,,Bludgeoning (...),"[""ARCANA DOMAIN"", ""FORGE DOMAIN"", ""ARTIFICER"", ""PALADIN (LEGACY)"", ""WIZARD (LEGACY)"", ""WAR DOMAIN (LEGACY)"", ""OATH OF GLORY (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2178-magic-weapon,xphb,magic-weapon
2180,Major Image,major image,3rd,1 Action,120 ft.,20 ft. *,cube,"V, S, M",a bit of fleece,10 Minutes,Legacy,,Control,"[""MOON DOMAIN"", ""ILLRIGGER"", ""BARD (LEGACY)"", ""SORCERER (LEGACY)"", ""WARLOCK (LEGACY)"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2180-major-image,xphb,major-image
2181,Mass Cure Wounds,mass cure wounds,5th,1 Action,60 ft.,30 ft.,sphere,"V, S",,Instantaneous,Legacy,,Healing,"[""BATTLE SMITH"", ""CIRCLE OF WILDFIRE"", ""COMMUNITY DOMAIN"", ""OATH OF THE RIVER"", ""OATH OF THE HARVEST"", ""CRIMSON DYNASTY (2014)"", ""BARD (LEGACY)"", ""CLERIC (LEGACY)"", ""DRUID (LEGACY)"", ""LIFE DOMAIN (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2181-mass-cure-wounds,xphb,mass-cure-wounds
2182,Mass Heal,mass heal,9th,1 Action,60 ft.,,,"V, S",,Instantaneous,Legacy,,Blinded (...),"[""CLERIC (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2182-mass-heal,xphb,mass-heal
2183,Mass Healing Word,mass healing word,3rd,1 Bonus Action,60 ft.,,,V,,Instantaneous,Legacy,,Healing,"[""ORDER DOMAIN"", ""ALCHEMIST"", ""CLERIC (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2183-mass-healing-word,xphb,mass-healing-word
2184,Mass Suggestion,mass suggestion,6th,1 Action,60 ft.,,,"V, M",a snake's tongue and either a bit of honeycomb or a drop of sweet oil,24 Hours,Legacy,WIS Save,Control (...),"[""BARD (LEGACY)"", ""SORCERER (LEGACY)"", ""WARLOCK (LEGACY)"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2184-mass-suggestion,xphb,mass-suggestion
2185,Maze,maze,8th,1 Action,60 ft.,,,"V, S",,10 Minutes,Legacy,,Banishment (...),"[""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2185-maze,xphb,maze
2186,Meld into Stone,meld into stone,3rd,1 Action,Touch,,,"V, S",,8 Hours,Legacy,,Movement,"[""THE GENIE"", ""CLERIC (LEGACY)"", ""DRUID (LEGACY)"", ""CIRCLE OF THE LAND (MOUNTAIN) (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2186-meld-into-stone,xphb,meld-into-stone
2330,Melf's Acid Arrow,melf's acid arrow,2nd,1 Action,90 ft.,,,"V, S, M",,Instantaneous,Legacy,Ranged,Acid (...),[],,https://www.dndbeyond.com/spells/2330-melfs-acid-arrow,xphb,melfs-acid-arrow
2187,Mending,mending,Cantrip,1 Minute,Touch,,,"V, S, M",two lodestones,Instantaneous,Legacy,,Utility,"[""ARTIFICER"", ""BARD (LEGACY)"", ""CLERIC (LEGACY)"", ""DRUID (LEGACY)"", ""SORCERER (LEGACY)"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2187-mending,xphb,mending
2188,Message,message,Cantrip,1 Action,120 ft.,,,"V, S, M",a short piece of copper wire,1 Round,Legacy,,Communication (...),"[""ARTIFICER"", ""ILLRIGGER"", ""BARD (LEGACY)"", ""SORCERER (LEGACY)"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2188-message,xphb,message
2189,Meteor Swarm,meteor swarm,9th,1 Action,1 mile,*,sphere,"V, S",,Instantaneous,Legacy,DEX Save,Fire (...),"[""SORCERER (LEGACY)"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2189-meteor-swarm,xphb,meteor-swarm
2190,Mind Blank,mind blank,8th,1 Action,Touch,,,"V, S",,24 Hours,Legacy,,Buff,"[""BARD (LEGACY)"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2190-mind-blank,xphb,mind-blank
718568,Mind Sliver,mind sliver,Cantrip,1 Action,60 ft.,,,V,,Instantaneous,Legacy,INT Save,Psychic,[],,https://www.dndbeyond.com/spells/718568-mind-sliver,xphb,mind-sliver
14482,Mind Spike,mind spike,2nd,1 Action,60 ft.,,,S,,1 Hour,Legacy,WIS Save,Psychic,[],,https://www.dndbeyond.com/spells/14482-mind-spike,xphb,mind-spike
2191,Minor Illusion,minor illusion,Cantrip,1 Action,30 ft.,5 ft. *,cube,"S, M",a bit of fleece,1 Minute,Legacy,,Control,"[""ILLRIGGER"", ""BARD (LEGACY)"", ""SORCERER (LEGACY)"", ""WARLOCK (LEGACY)"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2191-minor-illusion,xphb,minor-illusion
2192,Mirage Arcane,mirage arcane,7th,10 Minutes,Sight,1 mile,square,"V, S",,10 Days,Legacy,,Control,"[""BARD (LEGACY)"", ""DRUID (LEGACY)"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2192-mirage-arcane,xphb,mirage-arcane
2193,Mirror Image,mirror image,2nd,1 Action,Self,,,"V, S",,1 Minute,Legacy,,Deception (...),"[""ARMORER"", ""ILLRIGGER"", ""SORCERER (LEGACY)"", ""WARLOCK (LEGACY)"", ""WIZARD (LEGACY)"", ""CIRCLE OF THE LAND (COAST) (LEGACY)"", ""TRICKERY DOMAIN (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2193-mirror-image,xphb,mirror-image
2194,Mislead,mislead,5th,1 Action,Self,,,S,,1 Hour,Legacy,,Invisible,"[""TWILIGHT DOMAIN"", ""THE MANY"", ""THE PREDATOR"", ""CIRCLE OF THE HIVE"", ""THE GREAT FOOL (2014)"", ""BARD (LEGACY)"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2194-mislead,xphb,mislead
2195,Misty Step,misty step,2nd,1 Bonus Action,Self,,,V,,Instantaneous,Legacy,,Teleportation,"[""OATH OF THE OPEN SEA"", ""SORCERER (LEGACY)"", ""WARLOCK (LEGACY)"", ""WIZARD (LEGACY)"", ""CIRCLE OF THE LAND (COAST) (LEGACY)"", ""OATH OF THE ANCIENTS (LEGACY)"", ""OATH OF VENGEANCE (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2195-misty-step,xphb,misty-step
2196,Modify Memory,modify memory,5th,1 Action,30 ft.,,,"V, S",,1 Minute,Legacy,WIS Save,Charmed,"[""BARD (LEGACY)"", ""WIZARD (LEGACY)"", ""TRICKERY DOMAIN (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2196-modify-memory,xphb,modify-memory
2197,Moonbeam,moonbeam,2nd,1 Action,120 ft.,5 ft. *,cylinder,"V, S, M",several seeds of any moonseed plant and a piece of opalescent feldspar,1 Minute,Legacy,CON Save,Radiant,"[""OATH OF THE WATCHERS"", ""TWILIGHT DOMAIN"", ""MOON DOMAIN"", ""NIGHT DOMAIN"", ""DRUID (LEGACY)"", ""OATH OF THE ANCIENTS (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2197-moonbeam,xphb,moonbeam
2347,Mordenkainen's Faithful Hound,mordenkainen's faithful hound,4th,1 Action,30 ft.,,,"V, S, M",,8 Hours,Legacy,,Piercing,[],,https://www.dndbeyond.com/spells/2347-mordenkainens-faithful-hound,xphb,mordenkainens-faithful-hound
2362,Mordenkainen's Magnificent Mansion,mordenkainen's magnificent mansion,7th,1 Minute,300 ft.,,,"V, S, M",,24 Hours,Legacy,,Exploration (...),[],,https://www.dndbeyond.com/spells/2362-mordenkainens-magnificent-mansion,xphb,mordenkainens-magnificent-mansion
2348,Mordenkainen's Private Sanctum,mordenkainen's private sanctum,4th,10 Minutes,120 ft.,*,cube,"V, S, M",,24 Hours,Legacy,,Control (...),[],,https://www.dndbeyond.com/spells/2348-mordenkainens-private-sanctum,xphb,mordenkainens-private-sanctum
2004,Mordenkainen's Sword,mordenkainen's sword,7th,1 Action,60 ft.,,,"V, S, M","a miniature platinum sword with a grip and pommel of copper and zinc, worth 250 gp",1 Minute,Legacy,Melee,Force,"[""BARD (LEGACY)"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2004-mordenkainens-sword,xphb,mordenkainens-sword
2198,Move Earth,move earth,6th,1 Action,120 ft.,,,"V, S, M","an iron blade and a small bag containing a mixture of soils--clay, loam, and sand",2 Hours,Legacy,,Control,"[""DRUID (LEGACY)"", ""SORCERER (LEGACY)"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2198-move-earth,xphb,move-earth
2199,Nondetection,nondetection,3rd,1 Action,Touch,,,"V, S, M","a pinch of diamond dust worth 25 gp sprinkled over the target, which the spell consumes",8 Hours,Legacy,,Deception,"[""OATH OF THE WATCHERS"", ""NIGHT DOMAIN"", ""THE LANTERN"", ""THE HORNED KING (2014)"", ""BARD (LEGACY)"", ""RANGER (LEGACY)"", ""WIZARD (LEGACY)"", ""KNOWLEDGE DOMAIN (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2199-nondetection,xphb,nondetection
2331,Nystul's Magic Aura,nystul's magic aura,2nd,1 Action,Touch,,,"V, S, M",,24 Hours,Legacy,,Deception,[],,https://www.dndbeyond.com/spells/2331-nystuls-magic-aura,xphb,nystuls-magic-aura
2360,Otiluke's Freezing Sphere,otiluke's freezing sphere,6th,1 Action,300 ft.,60 ft.,sphere,"V, S, M",,Instantaneous,Legacy,CON Save,Cold,[],,https://www.dndbeyond.com/spells/2360-otilukes-freezing-sphere,xphb,otilukes-freezing-sphere
2349,Otiluke's Resilient Sphere,otiluke's resilient sphere,4th,1 Action,30 ft.,,,"V, S, M",,1 Minute,Legacy,DEX Save,Control (...),[],,https://www.dndbeyond.com/spells/2349-otilukes-resilient-sphere,xphb,otilukes-resilient-sphere
2160,Otto's Irresistible Dance,otto's irresistible dance,6th,1 Action,30 ft.,,,V,,1 Minute,Legacy,WIS Save,Control (...),"[""BARD (LEGACY)"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2160-ottos-irresistible-dance,xphb,ottos-irresistible-dance
2201,Pass without Trace,pass without trace,2nd,1 Action,Self,,,"V, S, M",ashes from a burned leaf of mistletoe and a sprig of spruce,1 Hour,Legacy,,Buff (...),"[""DRUID (LEGACY)"", ""RANGER (LEGACY)"", ""CIRCLE OF THE LAND (GRASSLAND) (LEGACY)"", ""TRICKERY DOMAIN (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2201-pass-without-trace,xphb,pass-without-trace
2200,Passwall,passwall,5th,1 Action,30 ft.,,,"V, S, M",a pinch of sesame seeds,1 Hour,Legacy,,Control,"[""ARMORER"", ""MOON DOMAIN"", ""WIZARD (LEGACY)"", ""CIRCLE OF THE LAND (MOUNTAIN) (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2200-passwall,xphb,passwall
2332,Phantasmal Force,phantasmal force,2nd,1 Action,60 ft.,10 ft. *,cube,"V, S, M",,1 Minute,Legacy,INT Save,Psychic,[],,https://www.dndbeyond.com/spells/2332-phantasmal-force,xphb,phantasmal-force
2202,Phantasmal Killer,phantasmal killer,4th,1 Action,120 ft.,,,"V, S",,1 Minute,Legacy,WIS Save,Psychic,"[""THE HEXBLADE"", ""THE GENIE"", ""MOTHER OF SORROWS"", ""ILLRIGGER"", ""THE GREAT FOOL (2014)"", ""THE HORNED KING (2014)"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2202-phantasmal-killer,xphb,phantasmal-killer
2203,Phantom Steed,phantom steed,3rd,1 Minute,30 ft.,,,"V, S",,1 Hour,Legacy,,Movement,"[""THE UNDEAD"", ""ILLRIGGER"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2203-phantom-steed,xphb,phantom-steed
2204,Planar Ally,planar ally,6th,10 Minutes,60 ft.,,,"V, S",,Instantaneous,Legacy,,Summoning,"[""CLERIC (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2204-planar-ally,xphb,planar-ally
2205,Planar Binding,planar binding,5th,1 Hour,60 ft.,,,"V, S, M","a jewel worth at least 1,000 gp, which the spell consumes",24 Hours,Legacy,CHA Save,Control,"[""ARCANA DOMAIN"", ""THE HORNED KING (2014)"", ""BARD (LEGACY)"", ""CLERIC (LEGACY)"", ""DRUID (LEGACY)"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2205-planar-binding,xphb,planar-binding
2206,Plane Shift,plane shift,7th,1 Action,Touch,,,"V, S, M","a forked, metal rod worth at least 250 gp, attuned to a particular plane of existence",Instantaneous,Legacy,CHA Save,Banishment (...),"[""CLERIC (LEGACY)"", ""DRUID (LEGACY)"", ""SORCERER (LEGACY)"", ""WARLOCK (LEGACY)"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2206-plane-shift,xphb,plane-shift
2207,Plant Growth,plant growth,3rd,Special,150 ft.,,,"V, S",,Instantaneous,Legacy,,Control,"[""CIRCLE OF WILDFIRE"", ""CIRCLE OF THE OLD WAYS (2014)"", ""BARD (LEGACY)"", ""DRUID (LEGACY)"", ""RANGER (LEGACY)"", ""CIRCLE OF THE LAND (FOREST) (LEGACY)"", ""NATURE DOMAIN (LEGACY)"", ""OATH OF THE ANCIENTS (LEGACY)"", ""THE ARCHFEY (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2207-plant-growth,xphb,plant-growth
